version	upstream_sha	upstream_file	source_role	rust_owners	translation_unit	translation_target	field_coverage	mapping_status	translation_status	remaining	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/buffer_ring.hpp	Defines the API-neutral mapped-state, capacity, three-slot submission cursor, lazy shadow fallback, and HeapBufferRing contract inherited by the generic RenderContext helper and native Metal buffer ring.	crates/nuxie-renderer/src/native_metal/upload_buffer_ring.rs;crates/nuxie-renderer/src/native_metal/buffer_ring_coordinator.rs;crates/nuxie-renderer/src/native_metal/context.rs	generic-buffer-ring	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/buffer_ring_hpp.rs	fields:4	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/buffer_ring_hpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/include/rive/renderer/buffer_ring.hpp:11-99;rust:crates/nuxie-renderer/src/native_metal/upload_buffer_ring.rs:65-345;rust:crates/nuxie-renderer/src/native_metal/buffer_ring_coordinator.rs:1-387;rust:crates/nuxie-renderer/src/native_metal/context.rs:576-2545
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_target.hpp	Defines the intrusive render-target owner and immutable width/height contract inherited by RenderTargetMetal.	crates/nuxie-renderer/src/native_metal/render_target.rs	generic-render-target	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_target_hpp.rs	fields:2	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_target_hpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/include/rive/renderer/render_target.hpp:14-40;rust:crates/nuxie-renderer/src/native_metal/render_target.rs:102-691
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/texture.hpp	Defines the intrusive texture owner, immutable dimensions, globally unique resource hash, and optional backend-native handle used by image and canvas integration.	crates/nuxie-renderer/src/native_metal/image_texture.rs	generic-texture-image	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/texture_hpp.rs	fields:3	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/texture_hpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/include/rive/renderer/texture.hpp:11-39;rust:crates/nuxie-renderer/src/native_metal/image_texture.rs:225-595
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_image.hpp	Defines the generic RiveRenderImage owner that fixes image dimensions, retains or releases one Texture identity, and exposes checked reset, reference, borrow, and ownership-transfer operations.	crates/nuxie-render-api/src/lib.rs;crates/nuxie-renderer/src/native_metal/image_texture.rs;crates/nuxie-renderer/src/native_metal/render_canvas.rs	generic-texture-image	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_render_image_hpp.rs	fields:1	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_render_image_hpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/include/rive/renderer/rive_render_image.hpp:12-48;rust:crates/nuxie-render-api/src/lib.rs:912-4934;rust:crates/nuxie-renderer/src/native_metal/image_texture.rs:225-595;rust:crates/nuxie-renderer/src/native_metal/render_canvas.rs:15-88
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_image.cpp	Defines Texture construction by copying dimensions and assigning a process-global monotonically increasing textureResourceHash.	crates/nuxie-renderer/src/native_metal/image_texture.rs;crates/nuxie-renderer/src/native_metal/render_canvas.rs	generic-texture-image	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_image_cpp.rs	source-static:textureResourceHashCounter	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_image_cpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/src/rive_render_image.cpp:7-15;rust:crates/nuxie-renderer/src/native_metal/image_texture.rs:225-595;rust:crates/nuxie-renderer/src/native_metal/render_canvas.rs:15-88
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_buffer.hpp	Adds three-slot front/back indices to RenderBuffer and advances the ring only when a dirty mapped update is first consumed for submission.	crates/nuxie-renderer/src/native_metal/buffer.rs	generic-rive-render-buffer	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_render_buffer_hpp.rs	fields:2	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_render_buffer_hpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/include/rive/renderer/rive_render_buffer.hpp:12-43;rust:crates/nuxie-renderer/src/native_metal/buffer.rs:23-399;rust:crates/nuxie-renderer/src/native_metal/buffer.rs:102-399
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_canvas.hpp	Defines one canvas owner pairing a sampleable RiveRenderImage with the RenderTarget that writes the exact same texture.	crates/nuxie-renderer/src/native_metal/render_canvas.rs;crates/nuxie-renderer/src/native_metal/mod.rs	generic-render-canvas	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_canvas_hpp.rs	fields:2	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_canvas_hpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/include/rive/renderer/render_canvas.hpp:18-39;rust:crates/nuxie-renderer/src/native_metal/render_canvas.rs:15-88;rust:crates/nuxie-renderer/src/native_metal/mod.rs:345-3413
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	Declares the complete RenderContext owner: frame and flush descriptors, allocation and mapped-resource state, draw sorting, clipping, LogicalFlush counters/layout/draw production, TessellationWriter state, decode/canvas entry points, and the backend ownership boundary.	crates/nuxie-renderer/src/logical_flush.rs;crates/nuxie-renderer/src/logical_frame.rs;crates/nuxie-renderer/src/native_metal/mod.rs	generic-render-context-contract	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs	fields:142	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_hpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/include/rive/renderer/render_context.hpp:47-1032;rust:crates/nuxie-renderer/src/logical_flush.rs:1-178;rust:crates/nuxie-renderer/src/logical_frame.rs:400-4896;rust:crates/nuxie-renderer/src/native_metal/mod.rs:120-3413
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	Defines the backend contract for capability publication, buffers/textures/canvas, resource resizing and mapping, flush submission, command buffers, and allocation-trim time.	crates/nuxie-renderer/src/native_metal/context.rs;crates/nuxie-renderer/src/native_metal/mod.rs;crates/nuxie-renderer/src/native_metal/buffer.rs;crates/nuxie-renderer/src/native_metal/image_texture.rs;crates/nuxie-renderer/src/native_metal/render_canvas.rs	generic-render-context-impl-contract	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_impl_hpp.rs	fields:1	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_impl_hpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/include/rive/renderer/render_context_impl.hpp:28-242;rust:crates/nuxie-renderer/src/native_metal/context.rs:251-2545;rust:crates/nuxie-renderer/src/native_metal/mod.rs:120-3413;rust:crates/nuxie-renderer/src/native_metal/buffer.rs:34-399;rust:crates/nuxie-renderer/src/native_metal/image_texture.rs:225-595;rust:crates/nuxie-renderer/src/native_metal/render_canvas.rs:15-88
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_helper_impl.hpp	Declares the nine BufferRing owners and exact resize/map/unmap delegation inherited by RenderContextMetalImpl.	crates/nuxie-renderer/src/native_metal/context.rs;crates/nuxie-renderer/src/native_metal/upload_buffer_ring.rs;crates/nuxie-renderer/src/native_metal/buffer_ring_coordinator.rs	generic-render-context-helper	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_helper_impl_hpp.rs	fields:10	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/render_context_helper_impl_hpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/include/rive/renderer/render_context_helper_impl.hpp:13-92;rust:crates/nuxie-renderer/src/native_metal/context.rs:226-2545;rust:crates/nuxie-renderer/src/native_metal/upload_buffer_ring.rs:1-345;rust:crates/nuxie-renderer/src/native_metal/buffer_ring_coordinator.rs:1-387
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context_helper_impl.cpp	Implements exact BufferRing replacement on resize plus one-to-one map/unmap-and-submit forwarding for all nine generic GPU buffers.	crates/nuxie-renderer/src/native_metal/context.rs;crates/nuxie-renderer/src/native_metal/upload_buffer_ring.rs;crates/nuxie-renderer/src/native_metal/buffer_ring_coordinator.rs	generic-render-context-helper	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/render_context_helper_impl_cpp.rs	state-free	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/src/render_context_helper_impl_cpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/src/render_context_helper_impl.cpp:17-169;rust:crates/nuxie-renderer/src/native_metal/context.rs:576-2545;rust:crates/nuxie-renderer/src/native_metal/upload_buffer_ring.rs:1-345;rust:crates/nuxie-renderer/src/native_metal/buffer_ring_coordinator.rs:1-387
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/draw.hpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/draw_hpp.rs	generic-render-context-implementation	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/draw_hpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/include/rive/renderer/draw.hpp:1-595;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/draw_hpp.rs:1-169
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/draw_cpp.rs	generic-render-context-implementation	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/draw_cpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/src/draw.cpp:1-2695;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/src/draw_cpp.rs:1-1864
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	Implements the complete generic RenderContext producer: construction/decode/canvas paths, frame and logical-flush state, draw admission and batching, resource allocation/layout/map/write/unmap, FlushDescriptor construction, clipping, tessellation, every draw family, backend flush, and cleanup.	crates/nuxie-renderer/src/logical_flush.rs;crates/nuxie-renderer/src/logical_frame.rs;crates/nuxie-renderer/src/lib.rs;crates/nuxie-renderer/src/native_metal/mod.rs;crates/nuxie-renderer/src/native_metal/context.rs	generic-render-context-implementation	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/render_context_cpp.rs	state-free	prepared	verified	Translate the complete pinned source mechanically into crates/nuxie-renderer/src/mechanical_port/source/renderer/src/render_context_cpp.rs; current split Rust owners are correspondence evidence only, not a whole-file translation receipt.	cpp:renderer/src/render_context.cpp:5-4013;rust:crates/nuxie-renderer/src/logical_flush.rs:1-178;rust:crates/nuxie-renderer/src/logical_frame.rs:400-4896;rust:crates/nuxie-renderer/src/lib.rs:4200-26858;rust:crates/nuxie-renderer/src/native_metal/mod.rs:496-3413;rust:crates/nuxie-renderer/src/native_metal/context.rs:576-2545
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.hpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_path_hpp.rs	generic-rive-render-path	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_path_hpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/src/rive_render_path.hpp:1-86;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_path_hpp.rs:1-236
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.cpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_path_cpp.rs	generic-rive-render-path	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_path_cpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/src/rive_render_path.cpp:1-373;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_path_cpp.rs:1-468
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_paint.hpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_paint_hpp.rs	generic-rive-render-paint	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_paint_hpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/src/rive_render_paint.hpp:1-82;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_paint_hpp.rs:1-206
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_paint.cpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_paint_cpp.rs	generic-rive-render-paint	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_paint_cpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/src/rive_render_paint.cpp:1-82;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_paint_cpp.rs:1-117
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_renderer.hpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_renderer_hpp.rs	generic-rive-renderer	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_renderer_hpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/include/rive/renderer/rive_renderer.hpp:1-145;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_renderer_hpp.rs:1-278
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_renderer.cpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_renderer_cpp.rs	generic-rive-renderer	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_renderer_cpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/src/rive_renderer.cpp:1-813;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_renderer_cpp.rs:1-966
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/rive/factory.hpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/include/rive/factory_hpp.rs	generic-factory-contract	crates/nuxie-renderer/src/mechanical_port/source/include/rive/factory_hpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:include/rive/factory.hpp:1-82;rust:crates/nuxie-renderer/src/mechanical_port/source/include/rive/factory_hpp.rs:1-241
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_factory.hpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_render_factory_hpp.rs	generic-rive-render-factory	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_render_factory_hpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/include/rive/renderer/rive_render_factory.hpp:1-37;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_render_factory_hpp.rs:1-81
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_factory.cpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_factory_cpp.rs	generic-rive-render-factory	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_factory_cpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/src/rive_render_factory.cpp:1-51;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_factory_cpp.rs:1-220
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gradient.hpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/gradient_hpp.rs	generic-gradient	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/gradient_hpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/src/gradient.hpp:1-130;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/src/gradient_hpp.rs:1-458
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gradient.cpp	Mechanically owned generic renderer source admitted to the complete pinned campaign.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/gradient_cpp.rs	generic-gradient	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/gradient_cpp.rs	state-free	prepared	verified	Complete both adversarial review passes and correction receipts before promotion.	cpp:renderer/src/gradient.cpp:1-226;rust:crates/nuxie-renderer/src/mechanical_port/source/renderer/src/gradient_cpp.rs:1-492
